DISTRESS.1 DISTRESS.2 BLACK NBHISP GRADE SLFHLTH SLFWGHT WORKHARD GOODQUAL PHYSFIT PROUD LIKESLF ACCEPTED FEELLOVD DIET 
0.37 0.51 1 0  7 2 3 3 2 1 2 2 1 1 0
0.32 0.47 0 0 10 1 4 2 3 4 3 3 2 4 0
2.11 1.24 0 0 11 3 4 2 2 4 3 2 4 2 1
1.26 1.41 0 0  9 3 3 3 3 2 2 2 4 3 0
0.16 0.20 0 0 11 2 3 2 2 2 2 2 1 1 0
0.68 0.38 1 0  9 3 3 2 2 4 2 3 2 2 0
0.16 0.29 0 0 11 3 4 2 2 2 1 2 1 1 0
0.37 0.41 0 0  8 2 4 3 2 3 2 2 2 2 0
0.11 0.27 1 0  9 2 4 3 1 2 1 2 1 1 1
0.53 0.70 0 0  7 3 4 2 2 4 2 2 4 2 0
0.53 0.35 0 0 10 2 3 1 1 1 1 2 2 1 0
0.89 0.16 0 0  7 2 2 4 2 2 2 2 2 2 0
0.58 0.59 1 0 10 1 4 1 1 2 1 2 2 1 1
0.26 0.45 0 0  8 3 1 1 1 1 1 1 1 1 0
0.21 0.14 0 1  9 1 3 1 1 1 1 2 1 1 0
0.26 0.24 0 0 10 2 3 2 1 2 1 1 1 1 0
0.74 0.77 0 0 10 4 4 2 3 4 4 4 3 4 0
0.32 0.59 1 0  8 2 3 1 2 1 1 1 1 1 0
0.21 0.23 0 0  8 3 3 2 2 2 2 2 2 3 0
0.26 0.75 1 0 10 2 3 1 2 3 2 3 3 2 0
1.00 1.42 0 0  7 3 3 1 2 3 2 4 2 2 0
0.42 0.54 0 0  7 3 5 2 2 2 1 2 3 2 0
0.26 0.09 0 0  7 1 2 1 1 2 2 1 1 1 0
0.58 0.91 0 0  8 3 4 4 2 2 2 3 4 1 0
0.89 0.88 1 0 11 2 4 3 1 4 1 2 4 2 1
0.21 0.11 0 0  8 2 4 3 1 2 1 1 1 1 0
0.42 0.37 1 0 11 3 4 1 1 2 1 2 1 1 1
0.47 0.44 0 0 10 3 2 3 2 2 1 1 3 2 0
0.53 0.91 0 0  9 2 3 1 2 2 2 3 3 2 1
0.47 0.48 0 0  7 1 3 4 2 2 1 3 2 2 0
0.32 0.23 0 0 10 2 4 2 1 1 1 1 2 1 0
0.74 0.52 0 0 10 2 4 3 1 2 1 2 2 2 0
1.58 0.35 0 1  7 3 2 4 2 2 3 4 2 2 0
0.68 1.12 0 0  8 2 4 2 2 3 2 2 3 2 0
0.58 1.11 1 0 10 3 4 2 3 4 2 3 3 2 0
0.26 1.12 0 0 11 2 4 3 3 4 3 2 4 3 0
0.26 0.48 0 0  7 3 1 1 3 3 3 3 2 2 0
0.74 1.61 0 1 11 2 3 2 2 4 3 4 4 4 0
0.21 0.16 1 0 10 4 4 3 3 4 3 4 3 2 0
0.37 0.27 0 0 10 1 3 2 2 2 1 2 2 2 0
1.37 1.02 0 1  8 3 3 1 2 2 2 2 2 2 0
0.42 0.44 1 0  8 2 3 1 2 2 1 1 1 2 0
0.16 1.63 0 0  7 2 3 5 3 2 4 4 1 2 0
0.47 0.14 1 0  9 2 4 1 2 2 2 2 1 2 1
0.37 0.74 0 0  7 3 4 4 2 4 2 3 3 1 0
0.42 0.61 0 0 10 2 2 2 2 3 2 2 2 1 0
1.47 1.61 0 0  8 1 3 1 3 1 2 3 2 2 1
0.16 0.17 0 0 10 4 3 2 2 2 1 2 1 1 0
1.53 0.67 0 0  8 3 4 1 1 2 1 1 2 1 1
0.58 1.33 1 0 11 3 2 2 2 2 2 1 2 1 0
0.74 1.22 1 0  9 4 2 4 4 2 3 4 3 3 0
1.47 1.35 0 1  8 3 3 3 3 4 3 4 3 3 0
1.26 0.79 0 0  8 3 3 3 2 2 2 2 2 2 0
0.37 0.59 0 0 11 3 4 2 2 2 1 2 2 1 1
1.16 1.14 1 0 10 1 4 2 1 2 1 2 2 2 0
0.42 0.49 0 0 11 1 3 3 2 2 2 2 2 3 0
0.00 0.13 0 0  7 2 3 4 1 1 1 1 1 1 0
0.53 0.14 0 0  8 2 3 2 2 2 1 1 2 1 0
0.32 0.44 1 0  7 3 4 1 2 3 2 2 3 2 0
0.42 0.42 0 0 11 2 4 4 1 1 2 3 1 1 0
0.74 1.36 1 0  8 3 2 1 2 2 1 1 2 1 0
0.95 1.40 1 0  8 3 4 1 1 3 1 2 2 1 0
0.74 0.01 0 0 10 2 3 2 1 2 1 1 1 1 0
0.53 0.31 0 0 11 1 2 4 2 2 2 2 2 2 0
0.05 0.24 0 0  7 2 3 2 2 1 2 2 2 2 0
0.74 0.09 0 1  9 1 3 4 2 2 1 2 1 1 0
0.47 0.84 0 0  8 1 2 1 1 1 1 2 1 1 0
0.58 0.70 0 0  7 1 5 4 2 2 1 3 3 2 1
0.89 2.03 1 0  7 3 4 2 1 2 1 2 1 1 0
0.79 0.34 0 0 10 3 3 2 2 3 2 2 2 2 0
0.26 0.26 0 0 11 3 4 2 2 5 2 4 4 2 0
0.42 0.74 1 0 10 3 2 1 3 3 3 4 4 3 0
0.37 0.25 0 0  9 2 4 2 1 1 1 2 1 1 1
0.68 0.76 0 0  9 2 4 2 1 3 2 2 2 2 1
0.11 0.77 0 0  9 3 4 2 2 4 1 2 2 1 0
0.42 0.72 0 0  9 1 3 1 2 2 2 2 2 2 0
0.37 0.27 0 0 10 3 2 2 2 2 2 2 2 2 0
0.68 0.89 1 0 11 3 3 2 2 3 2 4 4 4 0
1.00 1.86 0 1 11 4 5 2 2 3 2 4 1 2 1
0.05 0.02 0 0  8 2 3 2 2 2 1 1 2 1 0
1.32 1.60 1 0 11 1 2 2 2 2 1 1 1 1 0
0.42 0.15 0 0 10 1 2 3 2 2 2 1 1 1 0
0.16 0.22 0 0  9 1 3 1 1 1 1 1 1 3 0
0.05 0.25 1 0  8 2 4 3 1 1 1 1 2 1 0
0.26 0.61 0 0 10 3 4 2 4 4 3 4 4 3 0
0.42 0.27 0 0  8 3 3 1 1 1 2 1 1 1 0
0.37 0.27 0 0  9 2 4 2 2 5 2 3 3 2 0
0.37 0.78 0 0  8 3 3 2 2 2 3 3 2 2 0
0.74 0.99 1 0  7 2 3 4 2 2 2 2 2 2 1
0.84 1.34 1 0  8 4 5 1 1 4 1 2 2 2 0
0.84 0.53 0 1  9 3 4 5 2 3 2 2 3 2 0
0.79 0.06 0 0  7 1 2 1 3 2 2 2 2 2 0
0.47 1.29 1 0  7 3 4 4 2 3 2 3 2 1 0
0.74 0.89 0 0 11 2 3 1 2 2 2 2 3 2 1
0.26 0.06 0 0  9 1 4 1 2 2 2 3 3 3 1
0.37 1.17 0 1 10 2 4 2 3 3 3 5 5 5 0
0.42 0.64 0 0 10 2 3 2 2 3 2 4 2 1 0
1.05 1.00 0 1 10 1 3 1 1 1 1 2 1 2 0
0.37 0.16 0 0 11 1 3 1 1 2 1 2 2 1 0
0.79 0.54 1 0  9 2 4 3 1 1 2 1 2 2 0
0.32 1.02 0 0  9 3 4 2 3 3 3 2 3 2 0
0.74 0.78 0 0 10 2 4 2 2 3 2 4 2 2 1
0.16 0.29 0 0  8 2 4 3 1 2 1 2 2 1 0
1.21 2.26 0 0 10 4 4 3 3 3 2 4 3 3 0
0.42 0.68 1 0  9 2 3 2 1 1 2 1 1 2 0
0.84 0.47 0 0  8 3 4 3 2 4 2 1 4 2 0
0.11 0.42 1 0 10 3 5 3 2 4 1 2 2 1 0
1.74 0.99 0 0  8 4 4 4 3 3 3 4 3 2 0
0.16 0.31 0 0  9 1 2 2 2 1 2 1 1 2 0
0.63 0.52 1 0 10 4 3 2 2 3 2 3 2 2 0
0.37 0.79 1 0  8 4 2 3 2 2 2 4 1 2 0
0.74 1.37 1 0 10 1 3 1 1 2 1 1 2 1 0
1.26 1.19 0 0  7 2 4 1 2 2 2 2 3 4 1
0.84 0.83 0 0 11 4 3 2 2 4 2 2 3 3 0
0.00 0.03 0 0  7 1 2 2 1 1 1 1 1 1 0
0.32 0.25 0 0 10 2 4 2 2 4 2 4 2 2 1
1.16 0.83 0 0  8 2 2 2 2 2 2 2 3 3 0
1.84 1.20 0 0 11 3 3 1 2 2 3 3 3 2 1
0.00 0.03 0 0  8 1 3 1 1 1 1 1 1 1 0
0.42 1.12 0 0 11 1 4 1 2 2 1 2 2 2 1
0.74 0.13 1 0  8 1 3 2 1 2 1 1 2 1 0
0.42 0.51 1 0  8 3 3 2 2 2 2 1 1 1 0
0.16 0.26 0 0  9 2 3 2 2 2 1 2 1 2 0
0.42 2.06 0 0  8 2 3 2 3 4 3 2 4 4 0
0.21 0.43 0 0  7 1 4 2 2 3 1 2 1 1 0
0.42 0.63 1 0 11 4 3 2 1 2 1 1 1 1 0
0.63 0.36 0 0  8 3 4 2 3 3 2 3 3 2 1
0.95 1.89 0 1  9 3 4 1 2 4 1 4 3 2 0
0.16 0.20 1 0 10 1 2 3 2 2 2 2 2 2 0
0.21 0.12 1 0  9 1 5 1 1 4 1 2 2 1 1
1.00 1.50 0 0 10 4 3 2 2 4 2 1 4 1 0
0.53 1.42 0 0  8 1 2 3 2 2 1 2 2 1 0
0.53 0.21 1 0 10 2 4 1 1 2 1 1 2 1 1
0.37 0.42 0 0 11 1 3 2 2 1 1 2 2 2 1
1.16 0.85 0 0  7 3 4 2 3 3 3 3 3 3 0
0.95 0.54 1 0 10 3 5 3 1 2 1 1 1 1 0
2.00 1.38 0 0  8 5 4 2 2 4 2 3 3 3 0
0.95 1.57 0 0 11 3 4 2 1 2 1 2 2 2 0
0.53 0.42 0 0 10 2 5 1 2 2 2 2 2 2 0
0.00 0.55 1 0  9 1 4 2 1 1 1 1 4 2 0
0.26 0.41 0 0  9 4 3 2 2 2 2 2 2 2 0
1.05 1.03 1 0 10 2 3 1 3 3 4 5 5 4 0
0.37 0.30 0 0  8 3 3 3 3 4 2 2 2 2 0
0.26 0.06 1 0  9 3 3 1 1 2 1 1 2 1 0
0.68 0.17 0 0  7 2 3 1 1 2 1 2 2 1 0
0.84 0.67 1 0  8 2 3 2 2 4 2 2 3 3 0
0.68 0.95 1 0  9 3 3 2 3 2 2 3 3 2 0
0.21 0.25 0 1 10 4 4 2 1 2 2 1 2 1 0
0.37 0.35 0 0 10 3 3 2 1 2 1 2 2 1 0
0.26 1.25 0 0  7 1 4 2 2 1 1 1 1 1 0
0.32 0.61 0 0 10 1 3 2 1 1 2 1 2 2 0
0.58 0.20 0 1  7 3 3 3 2 2 2 1 2 1 1
0.32 0.50 0 0  8 2 3 2 1 2 1 1 1 1 0
1.21 0.53 0 1  8 3 3 3 2 3 2 3 4 3 0
0.89 0.55 1 0 11 3 4 1 2 4 2 2 2 2 0
1.37 1.27 0 0 11 4 3 2 1 2 2 3 4 2 0
0.95 1.25 1 0  7 2 3 3 2 1 1 1 1 1 0
1.05 1.25 1 0 11 3 3 3 2 4 2 3 3 2 0
0.95 1.07 0 0  9 2 4 2 2 2 2 4 1 1 1
0.53 0.47 0 1  7 2 2 2 2 2 2 1 3 1 0
1.47 0.52 0 0  8 1 2 2 2 1 2 1 2 1 0
0.95 0.59 1 0  9 3 4 3 2 3 2 1 2 2 0
0.84 0.68 0 0 10 1 2 4 2 3 2 2 3 2 0
0.47 0.42 0 0  9 1 2 5 1 1 1 1 1 1 0
0.21 0.47 1 0 11 1 3 2 1 1 1 1 1 1 0
0.26 0.00 0 1 11 2 4 1 1 3 1 2 1 1 1
0.37 0.24 0 0  9 2 3 3 2 1 1 2 2 2 0
0.74 0.62 1 0  8 1 3 3 2 2 2 3 1 2 0
0.95 0.82 0 0 10 3 3 2 3 2 2 2 2 2 0
1.21 2.13 1 0 11 2 4 2 3 3 2 2 4 3 0
0.26 0.46 0 1 11 1 4 2 2 1 1 2 1 1 0
0.74 1.09 0 1  9 4 3 3 2 4 2 2 2 2 1
0.84 1.18 0 1 11 1 3 1 1 1 1 2 1 1 0
0.47 0.42 0 0  8 2 5 5 2 3 1 3 2 1 0
0.21 0.73 0 1 10 1 3 3 1 2 2 2 1 2 0
0.42 0.38 1 0 10 1 3 2 2 2 1 2 2 1 0
1.74 1.82 0 0 11 2 2 1 3 3 2 3 3 2 0
0.58 0.34 0 0 11 2 3 2 2 2 2 3 2 2 0
0.68 0.78 0 0  9 1 4 2 2 2 2 2 1 2 0
0.21 0.75 0 0 11 1 3 3 3 2 2 1 2 1 0
0.21 0.07 0 0  8 1 4 1 1 2 1 2 1 1 1
0.58 1.06 1 0  7 4 4 2 2 5 3 5 4 4 1
0.47 0.66 0 0  9 1 3 2 3 3 2 2 2 2 0
0.37 0.71 0 0  8 3 3 2 2 1 2 3 3 1 0
0.89 0.57 0 1 10 2 4 1 2 2 2 2 2 2 0
0.42 0.37 1 0  7 2 2 1 1 1 1 1 1 1 0
0.63 0.44 0 1  8 1 4 2 2 2 2 1 3 2 0
0.58 0.73 0 0 10 2 3 2 3 1 2 3 2 2 0
0.42 0.49 0 0 10 2 3 1 2 2 3 1 4 2 0
1.16 0.96 0 0  7 2 3 2 2 2 1 1 2 2 0
0.11 0.23 0 0  9 1 3 1 2 1 2 2 1 2 0
1.32 0.78 0 0 10 2 5 4 3 3 2 4 4 3 1
0.21 0.52 0 1 11 3 3 2 2 4 3 3 4 3 0
0.26 0.07 0 0  8 2 1 2 1 1 2 2 2 2 0
0.63 0.50 1 0  9 2 4 2 2 3 2 2 2 2 1
1.16 0.69 0 1 10 2 3 1 1 2 2 1 2 2 0
0.74 0.90 0 0 11 3 4 5 3 4 4 4 5 3 0
0.37 0.93 0 0  8 1 3 2 2 1 2 3 2 2 0
0.74 0.54 0 1 10 1 3 1 2 1 1 1 2 1 0
0.32 0.72 0 0  9 2 3 1 2 2 1 1 2 2 0
0.16 0.45 1 0  8 3 3 3 2 2 2 2 1 1 0
0.53 0.44 0 0  9 3 3 1 2 3 2 3 2 2 0
0.21 0.16 0 0  8 1 3 2 1 1 1 1 1 1 0
0.16 0.20 0 0 10 2 4 1 1 1 1 1 2 1 0
0.68 0.44 1 0 10 1 2 4 2 3 2 4 3 2 0
0.89 1.27 0 0  9 3 4 2 2 3 2 3 4 2 1
0.63 0.96 0 1  8 3 4 3 3 4 3 4 4 3 0
0.42 0.21 0 0 11 1 3 1 2 2 1 2 2 1 0
0.05 0.34 0 0 10 2 4 2 1 1 1 2 1 1 0
0.63 0.38 1 0  7 3 3 2 1 2 1 2 1 1 0
0.37 0.32 0 0  9 3 2 2 1 2 2 1 2 2 0
0.32 0.39 0 0  7 3 4 3 2 3 2 2 4 2 1
0.74 0.53 0 0  7 1 3 2 1 2 2 2 2 1 0
0.16 0.27 0 0 10 1 3 4 3 2 3 3 3 2 0
0.95 1.13 1 0 11 3 3 2 2 1 1 2 2 2 0
0.32 0.17 0 0  7 2 3 2 2 2 2 2 2 2 0
0.16 0.04 0 0  8 1 3 2 1 2 1 2 1 1 1
0.16 0.22 0 0  8 1 3 1 2 1 2 2 1 1 1
0.53 0.12 0 0  9 1 4 1 2 1 1 2 1 1 0
0.32 0.23 0 1 11 2 3 1 2 1 1 2 2 1 0
0.16 0.05 1 0  8 2 2 2 1 1 1 1 1 1 0
0.63 0.69 1 0 10 3 4 2 1 4 2 4 2 2 1
0.11 0.02 0 0 10 3 3 1 1 1 1 2 1 1 0
0.42 0.16 0 0  9 1 3 2 1 1 1 1 2 2 0
0.26 0.29 0 0 11 2 3 2 1 2 1 3 1 1 0
0.63 0.73 0 0 11 1 5 2 2 2 2 2 3 2 0
1.05 0.01 0 1 10 2 4 3 2 2 2 3 2 2 1
0.58 0.66 1 0  7 3 3 2 1 4 1 2 2 1 0
0.68 0.33 1 0  8 3 2 2 2 3 2 2 2 2 0
1.00 0.80 0 0 10 1 3 1 1 2 1 1 1 2 1
0.68 0.46 0 0  9 2 3 2 2 1 2 2 2 1 0
1.11 0.93 0 0  9 3 4 2 3 3 2 3 4 2 1
1.05 1.55 0 0  9 2 3 2 2 2 2 2 3 2 1
0.53 0.53 1 0 11 2 4 2 2 2 2 3 3 2 0
0.53 0.74 1 0 10 3 5 2 2 3 2 1 4 2 1
0.11 0.21 1 0  8 2 2 1 1 1 1 1 2 1 0
0.26 0.28 0 0  8 1 3 1 2 1 1 2 1 1 0
1.32 1.50 0 0 10 3 4 3 4 5 5 5 5 5 1
0.37 0.32 0 0  8 1 3 3 1 2 1 2 1 1 1
1.16 1.26 0 0  8 4 3 2 2 3 2 3 2 2 0
0.58 0.79 1 0 10 3 5 1 2 3 2 3 4 2 1
0.00 0.04 0 0  9 1 3 1 1 1 1 1 1 1 0
0.89 1.61 0 0  8 1 4 1 2 1 2 4 2 2 1
0.37 0.21 0 0 10 2 4 2 2 2 2 2 3 3 0
0.32 0.15 0 0 11 1 3 2 1 1 1 3 1 1 0
0.32 0.35 0 0  8 1 2 2 2 1 2 2 1 1 0
1.00 1.14 1 0 10 3 3 4 3 3 3 3 2 2 0
0.63 0.37 0 0  9 2 4 2 2 1 1 1 1 1 0
0.05 0.25 0 0  9 1 4 2 2 3 1 3 1 1 0
0.68 1.21 0 0 10 4 5 3 2 3 3 4 4 3 0
1.11 1.05 0 1  7 1 3 1 1 2 1 2 1 1 0
0.63 0.12 0 1 11 1 3 2 2 2 2 2 2 3 0
1.05 1.35 1 0  8 2 2 2 2 1 1 1 2 2 0
0.95 1.00 0 0  7 2 3 3 2 1 2 2 2 2 1
0.16 0.13 0 0  8 3 3 2 1 2 1 1 2 1 0
0.47 0.22 0 0 11 2 4 3 1 2 2 2 3 3 1
0.11 0.25 0 0  7 2 4 3 2 2 3 1 2 2 0
1.00 0.58 1 0 11 2 3 3 2 1 2 3 2 2 0
0.63 1.02 0 0 10 3 3 2 2 3 2 3 2 1 1
0.47 0.35 1 0 10 2 3 3 2 2 2 2 1 2 0
0.16 0.31 0 0  8 3 4 3 2 3 2 2 4 2 0
1.00 1.00 0 0 11 3 5 3 2 3 2 3 3 3 0
1.53 1.29 0 0  9 2 4 1 2 2 2 2 3 2 0
1.11 0.68 1 0  8 4 4 1 2 4 2 3 2 3 1
0.89 1.34 0 1  9 2 3 1 3 4 3 3 4 3 0
1.11 1.87 1 0  9 2 3 3 2 2 2 4 1 1 0
0.26 0.20 0 0  7 2 4 2 2 3 2 3 3 2 0
1.00 1.17 0 1  8 3 5 4 1 3 1 2 2 2 0
0.26 1.65 1 0 10 4 5 2 1 4 1 4 2 1 0
0.79 0.76 0 1 10 3 3 2 3 3 2 2 3 2 0
0.84 1.65 0 1  9 2 3 2 2 4 3 4 4 5 0
0.00 0.07 0 0 10 1 2 2 2 1 1 1 1 1 0
0.11 0.24 0 0  8 1 3 2 2 2 3 2 2 2 0
0.58 0.74 0 0 11 4 3 3 2 4 2 2 2 2 0
1.32 0.45 0 1 11 3 4 2 2 3 2 2 2 2 0
0.42 0.27 0 0  9 3 3 2 1 2 1 2 1 1 0
0.37 1.15 0 1 11 2 3 2 2 4 3 4 3 2 0
0.05 0.25 0 0  8 2 3 3 2 2 2 2 3 3 0
0.89 1.14 1 0  9 4 3 4 1 2 1 1 1 1 0
0.26 0.36 0 0  8 4 3 3 2 2 1 1 1 1 0
0.42 0.67 0 0 11 2 3 3 2 2 2 4 2 2 0
0.74 0.41 0 0 10 4 3 1 1 1 1 2 1 1 0
0.32 0.34 1 0 10 1 3 3 1 2 1 2 2 1 0
0.53 0.48 0 0  8 1 3 3 3 2 2 2 3 3 0
0.95 2.10 1 0 11 3 4 1 2 3 2 3 2 2 0
1.79 1.48 1 0  9 2 1 2 1 2 1 1 1 1 0
0.21 0.35 0 1 11 2 3 2 1 2 2 2 2 2 1
0.32 0.27 0 0 10 1 3 1 1 1 1 1 1 1 0
0.79 1.26 0 0  8 3 4 1 3 3 3 4 4 4 0
0.11 0.20 0 0  7 2 3 1 1 2 1 2 1 1 0
0.11 0.27 0 0 11 2 3 2 2 1 1 2 2 2 0
0.63 0.46 0 0  7 2 3 2 1 2 1 1 2 1 0
0.05 0.42 0 0  9 1 3 1 1 1 1 1 1 1 0
0.95 1.21 1 0 10 2 3 3 2 2 3 3 2 3 0
0.58 0.69 0 0 11 1 3 1 1 2 1 2 1 1 1
0.58 0.48 0 0  9 4 3 3 2 4 2 2 3 2 0
1.16 1.08 1 0 11 2 2 4 2 2 3 2 1 2 0
0.47 1.03 1 0 10 2 4 2 3 3 2 4 3 2 0
1.11 1.29 1 0  7 3 5 4 1 5 2 2 2 1 0
0.47 0.26 0 0  9 3 4 1 1 2 2 2 2 1 0
0.58 1.73 0 1 11 3 4 2 3 4 4 4 4 4 1
0.26 0.49 0 0 11 1 4 2 1 1 1 1 2 2 1
0.63 0.52 0 1 11 2 4 1 1 2 1 4 1 1 0
1.05 1.28 0 0 11 2 4 1 2 2 2 3 4 2 1
1.05 0.27 0 0 11 4 4 2 3 3 3 3 4 2 0
0.84 0.55 0 0  8 2 5 2 2 2 2 3 3 2 0
0.68 0.77 1 0  7 3 3 3 2 2 2 2 1 1 0
0.79 1.32 0 0  8 2 4 2 2 2 2 2 2 2 0
1.11 1.07 1 0  7 2 5 2 1 3 1 4 1 1 1
0.37 0.78 0 1 11 2 3 2 1 2 2 1 1 1 0
0.74 1.02 1 0  7 4 2 3 2 3 3 4 2 2 0
0.84 1.53 0 1  9 2 3 2 2 4 2 4 3 2 0
1.29 1.02 1 0  8 3 3 2 2 2 2 3 2 2 0
0.37 0.73 1 0  8 1 3 2 1 1 1 2 1 1 0
0.79 0.83 1 0  9 2 3 3 2 2 3 2 3 2 0
0.84 1.09 0 0 10 1 4 1 1 2 1 2 4 2 1
0.58 0.77 0 0 11 2 3 1 2 2 2 2 3 2 0
1.05 0.35 1 0  9 1 4 5 2 2 2 4 4 2 0
0.47 0.40 0 0  7 1 3 2 1 1 1 2 2 1 1
0.32 0.23 1 0 10 2 5 1 1 3 2 2 3 1 1
1.74 0.88 0 1 11 4 2 3 2 4 1 1 3 2 0
0.11 0.31 0 0 10 2 1 2 1 1 1 1 2 1 0
1.11 1.64 0 0 11 2 3 2 2 2 2 2 2 1 1
0.53 0.42 0 0  9 2 3 3 2 2 2 1 2 2 0
0.26 0.39 0 0 11 3 4 3 2 3 2 3 2 1 0
0.11 0.00 1 0  7 3 3 1 2 1 1 1 1 1 0
0.58 1.01 0 0  8 3 3 2 2 3 2 2 2 2 0
0.26 0.14 0 0 10 3 4 3 2 2 2 2 3 1 0
0.32 0.31 0 0 11 3 3 1 2 2 1 2 1 1 0
0.47 0.37 0 0  7 4 4 2 2 4 2 4 3 2 0
0.74 0.30 0 0  7 1 3 2 2 2 1 2 2 2 1
0.32 0.34 0 0 10 2 2 1 2 2 2 2 3 1 0
0.37 1.27 1 0  7 2 3 1 1 3 1 1 2 1 0
0.95 1.29 0 0 11 2 4 2 2 3 2 4 1 2 0
0.79 0.86 1 0  9 2 4 2 2 3 1 1 3 1 0
0.32 0.19 1 0 11 1 2 2 1 1 1 1 2 1 0
0.21 0.50 1 0 11 3 4 3 1 2 1 1 2 2 0
2.84 1.44 0 1 10 4 4 2 4 3 4 4 4 4 0
0.26 0.26 0 1  8 2 1 5 2 2 3 2 1 1 0
1.21 1.06 0 0 10 4 5 4 4 4 3 4 2 2 0
0.58 1.08 1 0 10 2 4 1 2 2 2 2 2 2 0
0.05 0.01 1 0 10 3 3 3 1 2 1 1 1 1 0
1.42 1.18 1 0  9 3 3 2 1 1 1 2 2 2 0
0.11 0.16 0 1 11 1 2 1 1 1 2 1 1 1 0
0.32 1.31 0 0 10 1 5 3 1 1 1 1 1 1 1
0.63 1.00 0 1 10 1 4 1 2 3 2 3 2 2 1
0.32 0.36 0 0  9 2 2 1 1 1 1 1 1 1 0
0.42 0.27 1 0  9 2 3 1 1 1 2 1 2 2 0
0.68 1.05 1 0  8 3 2 4 3 3 3 4 4 2 0
0.84 0.70 0 0  9 3 3 4 3 2 2 2 4 2 0
0.42 0.26 0 0  7 2 4 1 2 4 2 2 2 1 0
0.74 0.88 0 0 11 3 3 2 1 2 2 2 3 2 0
0.37 0.35 0 1  8 1 3 2 2 1 2 2 1 1 0
0.11 0.29 0 0 10 2 4 2 2 2 1 1 1 1 0
0.79 1.02 1 0  7 3 3 3 2 3 1 3 2 2 0
0.37 0.19 0 0  9 4 4 2 2 3 2 2 2 1 1
0.74 1.94 0 0 11 2 3 2 2 3 2 2 2 2 0
0.47 0.33 0 0 11 3 4 2 2 4 1 2 2 1 1
0.47 0.66 1 0 11 1 3 3 2 3 2 2 2 2 0
0.79 0.74 0 1 11 1 3 1 3 3 2 4 3 3 0
1.05 0.07 0 0 11 2 1 2 2 1 2 2 1 2 0
0.42 0.65 0 0  9 2 2 2 1 1 2 2 2 2 0
0.32 1.23 0 0  8 2 3 1 2 1 2 2 2 1 0
1.16 0.47 0 0  8 3 4 2 1 2 2 2 3 2 1
1.21 1.33 0 0  7 2 3 1 2 1 1 2 1 1 0
1.16 1.16 0 1  7 4 4 2 1 3 2 2 4 2 0
0.53 0.45 0 0 11 3 3 2 1 3 1 1 2 1 0
0.74 1.77 1 0 11 4 4 3 2 2 1 2 1 1 0
0.21 0.05 0 0 10 2 2 2 1 1 1 1 1 1 0
0.95 0.80 0 1 10 3 3 3 2 3 2 3 2 1 0
0.89 1.08 0 0 10 2 4 2 2 4 1 3 2 1 1
1.74 1.90 0 1  8 3 2 4 3 3 3 2 2 2 0
0.68 0.90 1 0  8 3 3 1 2 2 2 1 2 1 0
0.53 0.39 0 1 10 2 4 3 4 4 4 4 4 4 0
0.89 0.35 0 1 10 1 3 1 1 2 1 1 1 1 0
1.00 1.65 1 0  8 2 3 2 2 4 3 4 3 2 1
0.26 0.33 0 0  9 4 3 2 2 4 3 3 4 2 1
0.37 0.34 0 0  8 3 4 2 2 2 3 4 1 2 0
0.37 0.45 0 0  7 2 3 2 2 2 2 2 2 2 0
0.32 0.15 0 0  9 2 4 1 2 1 1 2 1 1 0
0.32 0.33 0 0 10 1 1 2 1 1 2 1 1 1 0
1.00 0.92 0 0 10 2 4 2 2 2 2 3 1 1 1
0.42 0.65 0 0  7 3 2 1 1 1 1 1 1 1 0
0.58 1.26 0 0 11 3 3 3 2 4 2 3 2 2 1
1.53 2.48 0 1 11 3 2 2 1 2 2 1 4 2 0
0.32 0.48 0 0 11 2 4 3 2 2 2 2 3 2 0
0.21 0.54 0 0  7 1 2 1 2 1 2 2 1 2 0
0.63 0.56 0 1 11 2 3 5 2 4 2 4 5 4 0
0.16 0.14 0 0  7 2 3 1 1 1 1 1 1 1 0
0.42 0.19 0 0 10 2 2 3 1 1 2 1 2 2 0
0.47 0.48 0 0  9 2 3 1 2 2 2 2 3 2 0
0.32 0.31 0 0 10 2 3 1 2 3 1 2 2 1 0
0.26 0.11 1 0 10 2 4 1 1 2 2 2 3 1 1
0.63 0.29 0 0  9 2 2 2 2 3 2 2 2 2 0
0.21 0.18 1 0 11 1 3 1 1 1 1 1 1 1 0
0.21 0.28 0 1 11 2 4 1 1 1 1 1 1 1 0
0.68 0.53 1 0 10 2 2 2 1 3 1 2 2 1 0
0.47 0.46 0 0 11 3 4 2 2 4 2 3 2 2 1
0.74 0.31 1 0 10 2 2 1 2 2 2 1 1 1 1
0.47 0.63 0 1 11 3 2 4 2 2 2 1 2 1 0
0.32 0.15 0 0  7 1 3 1 1 1 1 1 1 2 0
0.95 0.48 0 1  8 1 4 1 2 2 1 2 1 2 1
0.26 0.61 1 0 10 2 3 2 1 2 1 1 2 1 0
1.21 0.89 0 0 10 2 3 3 2 3 2 2 3 2 0
0.16 0.47 0 1 11 4 4 2 1 3 1 2 1 1 1
1.16 1.55 0 0  9 4 3 3 2 2 2 3 2 2 0
0.11 0.22 1 0  8 2 3 3 2 2 1 1 2 1 0
1.21 0.65 0 0  9 3 3 2 3 2 2 5 2 2 0
0.47 0.65 0 1 11 1 4 3 2 1 1 1 1 4 1
